run,seed,eval,test_wind,success_rate,vy,abs_x,tilt_deg,fuel_kg
sac_sweep_lr_lo,1,eval,,0.98,-0.29988663362771795,3.5971925275583243,0.8833163516544229,1876.5985172065527
sac_sweep_net_lg,0,eval,,1.0,-0.6540435395786239,2.9882692859612314,3.3759584695693268,2792.8290736924555
sac_sweep_net_lg,1,eval,,1.0,-0.2360074058724092,4.192664529761301,0.3534145030037509,2161.9545114239168
sac_sweep_net_sm,0,eval,,1.0,-0.1802785842132042,5.479648748964987,0.35672757177253467,1577.5441404291619
sac_sweep_net_sm,1,eval,,0.35,-0.7772517934415396,4.444654761741203,0.6332126692168861,2613.7838134635845
sac_sweep_wfuel0.1,0,eval,,0.99,-1.0791332685651935,2.828720754424331,2.8047451297505472,657.9429649906638
sac_sweep_wfuel0.1,1,eval,,0.99,-0.43249421915342656,3.6473863565567366,2.314065683809517,686.1948281652435
sac_sweep_wfuel1,0,eval,,1.0,-0.39846452936703775,2.798807944818013,0.4306442212966934,765.0212281820599
sac_sweep_wfuel1,1,eval,,0.99,-0.6349896194404577,2.87374341323482,0.6270562058926292,658.3663597680163
sac_sweep_wfuel3,0,eval,,0.99,-1.278807779977647,3.6475762539639014,2.253171516224757,605.3459061829585
sac_sweep_wfuel3,1,eval,,1.0,-1.4020833396194003,3.46061099611593,0.7218920241596664,596.0069558400281
sac_windtrain10,0,eval,,0.97,-0.9662555816817389,2.9577362766576862,1.6352779570653158,809.2576820918489
sac_windtrain10,0,eval_wind0,0.0,1.0,-0.8798424717676765,3.119377192633971,2.0171227354513293,782.4609555248202
sac_windtrain10,0,eval_wind10,10.0,0.97,-0.9662555816817389,2.9577362766576862,1.6352779570653158,809.2576820918489
